ISO	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
ABW	Aruba	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"20,681.02"	"20,740.13"	"21,307.25"	"21,949.49"	"23,700.63"	"24,172.09"	"24,845.66"	"26,736.58"	"28,172.19"	"25,134.77"	"24,084.88"	"25,656.88"	"25,006.76"	"25,641.78"	"25,883.62"	"27,126.62"	"27,036.93"	"27,897.42"	"28,727.94"	"29,505.34"	"22,483.49"	"25,700.87"	"27,955.24"	2019
ABW	Aruba	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2006 Primary domestic currency: Aruban Florin Data last updated: 09/2021	82.632	85.013	87.832	91.043	93.346	96.518	100	105.392	114.832	112.379	114.714	119.733	120.418	117.562	118.058	118.616	117.514	116.305	120.521	125.267	123.624	123.952	126.017	2020
ABW	Aruba	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	4.049	2.882	3.316	3.656	2.529	3.398	3.608	5.392	8.957	-2.136	2.078	4.375	0.572	-2.372	0.422	0.473	-0.929	-1.028	3.625	3.938	-1.312	0.265	1.666	2020
ABW	Aruba	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Aruban Florin Data last updated: 09/2021	6.923	6.489	8.131	11.4	9.5	8.8	9.3	5.71	6.9	10.3	10.6	8.879	9.607	7.599	7.451	7.298	7.694	8.923	7.283	5.2	14	9.583	6.985	2019
AUS	Australia	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"35,808.20"	"37,540.94"	"39,803.54"	"41,747.90"	"44,477.79"	"47,313.00"	"50,277.04"	"53,786.19"	"57,466.69"	"57,733.50"	"61,402.91"	"65,111.10"	"66,079.49"	"67,299.60"	"68,293.33"	"68,407.91"	"69,788.97"	"72,922.48"	"75,468.32"	"78,336.24"	"76,627.57"	"82,998.54"	"86,824.31"	2020
AUS	Australia	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"20,850.53"	"19,431.83"	"21,648.34"	"27,213.27"	"32,761.41"	"36,139.69"	"37,876.24"	"45,102.98"	"49,149.23"	"45,684.73"	"56,459.92"	"67,208.49"	"68,445.12"	"65,174.72"	"61,648.08"	"51,484.64"	"51,915.24"	"55,915.00"	"56,460.90"	"54,476.91"	"52,905.40"	"62,618.59"	"64,895.02"	2020
AUS	Australia	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2020. Data refer to calendar years Harmonized prices: No Frequency of source data: Quarterly Base year: 2011. The base period is 2011Q3-2012Q2 Primary domestic currency: Australian dollar Data last updated: 09/2021	71.475	74.625	76.9	79	80.85	83	85.95	87.975	91.8	93.425	96.1	99.325	101	103.5	106.075	107.65	109.025	111.2	113.35	115.125	116.15	119.059	121.55	2020
AUS	Australia	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	4.457	4.407	3.049	2.731	2.342	2.659	3.554	2.356	4.348	1.77	2.863	3.356	1.686	2.475	2.488	1.485	1.277	1.995	1.933	1.566	0.89	2.504	2.092	2020
AUS	Australia	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2020. Data refer to calendar years Employment type: National definition Primary domestic currency: Australian dollar Data last updated: 09/2021	6.292	6.775	6.367	5.942	5.392	5.042	4.792	4.375	4.258	5.575	5.208	5.083	5.233	5.658	6.058	6.058	5.717	5.592	5.3	5.158	6.492	5.227	4.808	2020
AUT	Austria	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"26,662.25"	"27,420.66"	"28,053.94"	"28,560.67"	"29,665.22"	"30,889.53"	"32,393.09"	"34,234.06"	"35,301.38"	"34,531.52"	"35,389.81"	"36,970.54"	"37,816.44"	"38,209.44"	"38,992.13"	"39,894.38"	"40,917.16"	"41,900.86"	"43,374.17"	"44,879.15"	"42,577.31"	"45,040.12"	"47,929.67"	2019
AUT	Austria	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"24,636.47"	"24,558.92"	"26,508.32"	"32,298.61"	"36,883.89"	"38,450.61"	"40,674.88"	"46,922.56"	"51,914.01"	"48,111.66"	"46,955.17"	"51,452.28"	"48,616.90"	"50,747.38"	"51,814.42"	"44,267.81"	"45,278.83"	"47,317.91"	"51,246.15"	"50,246.61"	"48,592.71"	"53,793.37"	"57,878.72"	2019
AUT	Austria	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2021	91.156	93.253	94.822	96.056	97.94	100	101.685	103.923	107.279	107.714	109.538	113.418	116.33	118.794	120.536	121.51	122.692	125.426	128.087	129.999	131.808	135.037	138.343	2020
AUT	Austria	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	1.957	2.301	1.682	1.302	1.962	2.103	1.685	2.201	3.229	0.406	1.693	3.542	2.568	2.118	1.466	0.808	0.973	2.228	2.122	1.493	1.391	2.45	2.448	2020
AUT	Austria	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021	3.883	4.008	4.392	4.792	5.875	6.025	5.6	5.217	4.442	5.683	5.192	4.875	5.25	5.35	6.033	6.167	6.467	5.925	5.208	4.825	5.4	6.4	6	2019
